date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
2/16/1979,ID,BOISE,Hurricane,Day,Less than 1 mile,null,Continued VFR Flight Into Adverse Weather Conditions,Collision With Trees,45,1800,null,null,1800,null,1,TMPSON,NAVIONA,null,ENCOUNTERED INTENSE SNOW SQUALL AND ON ROLLOUT ON ROAD STRUCK TREE WHILE AVOIDING DEER.
12/10/1978,KY,COVINGTON,null,Day,null,null,null,Forced Landing,63,250,null,null,500,null,1,CESSNA,172,null,ENGINE LOST POWER ON PRACTICE APPROACH. PILOT MADE IT TO THE AIRPORT. WATER FOUND IN FUEL SYSTEM.
7/1/1979,KS,WESTFALL,Hurricane,Day,Greater than 10 miles,null,null,Controllable Collision With Ground,30,62,42,175,1670,null,1,PIPER,PA18A150,3270,ENGINE QUIT ON TAKEOFF FROM WHEAT FIELD. COLLIDED WITH TERRACE ON FORCED LANDING. ENGINE PROBLEM UNDETERMINED.
4/22/1979,NY,WHITE PLAINS,null,Day,null,null,null,Forced Landing,21,1500,null,null,1800,null,1,PIPER,PA28140,null,ENGINE FAILED DUE TO BROKEN EXHAUST VALVE. MADE AIRPORT LANDING.
6/10/1979,MO,ROLLA,Hurricane,Day,10,null,Improper Operation of Flight Controls in Air,Undershoot Landing,54,48,48,186,2204,null,1,CESSNA,2105,2098,"AIRCRAFT HIT GROUND SHORT OF RUNWAY, BOUNCED AND STOPPED INVERTED ON THE RUNWWAY. WIND SHEAR WAS A POSSIBLE FACTOR."
11/17/1979,VT,BENNINGTON,Hurricane,Night,7,null,null,Collision With Trees,23,110,37,37,111,null,1,PIPER,PA28161,19,ENGINE QUIT EN ROUTE AT NIGHT. MADE EMERGENCY LANDING IN TREES. NO ENGINE DEFECTS FOUND. POSSIBLE FUEL PROBLEM.
11/11/1978,AR,HUNTSVILLE,Hurricane,Day,null,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,22,30,null,null,1125,null,1,PIPER,PA28140,null,FORCED LANDING ON HIGHWAY AFTER RUNNING OUT OF FUEL.
11/26/1978,CA,BIG BEAR,Hurricane,Day,Greater than 10 miles,null,Delayed Action in Aborted Takeoff,Collision With Other,32,28,null,null,237,null,1,CESSNA,172,null,CRAFT BEGAN TO SINK BACK TO RUNWAY AFTER LIFTOFF. HIT SNOWBANK DURING ABORT ATTEMPT.
2/26/1979,TX,MOUNT PLEASANT,Light Snow,Night,Greater than 10 miles,null,Full to Low Fuel,Forced Landing,48,15,null,null,5000,null,1,CESSNA,150,null,ENGINE STOPPAGE DUE TO FUEL EXHAUSTION. LANDED SHORT OF RUNWAY AND RAN THROUGH FENCE.
11/12/1978,CA,BORREGO,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,37,550,null,null,6500,null,1,CHILD,S1SPITTS,null,RAN OFF SIDE OF RUNWAY AFTER SKIDDING. NO BRAKE MALFUNCTION FOUND.
11/14/1978,TX,EL PASO,Hurricane,Night,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,24,25,null,null,205,null,1,CESSNA,T210M,null,MOMENTARILY RAN OFF RUNWAY ON LANDING. DAMAGED PROP. PILOT WAS ILL DUE TO FOOD POISONING.
8/19/1978,IN,BLOOMINGTON,Light Snow,Day,7,null,null,Gear Collapse,40,71,null,null,208,null,1,PIPER,PA24260,null,RIGHT MAIN GEAR COLLAPSED ON ROLLOUT. IMPROPER TENSION ON OVERLOCK MECHANISM. AD 77B21 NOT COMPLIED WITH.
8/17/1978,FL,TAMIAMI,null,Day,6,null,null,Gear Collapse,29,6,null,null,500,null,1,AMTRRU,VARIVIGGEN,null,GEAR COLLAPSED ON TOUCHDOWN. RETRACT CABLE BROKE.
7/23/1979,MI,KALAMAZOO,Hurricane,Night,2,null,Operational Gear Control Failed,Wheels - Up Landing,51,486,45,45,1179,null,2,PIPER,PA30,2723,PILOT LANDED GEAR UP.EXAMINATION OF GEAR SYSTEM LATER REVEALED POPPED CIRCUIT BREAKER.PILOT DID NOT CHECK SYSTEM.
1/18/1979,MT,GLASGOW,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,49,400,null,null,500,null,1,PIPER,J3,null,ENGINE STOPPED SHORTLY AFTER TAKEOFF. WATER IN THE FUEL SYSTEM HAD NOT BEEN PROPERLY ELIMINATED.
11/15/1978,LA,NEW ORLEANS,Hurricane,Day,null,null,null,Collision With Other,41,300,null,null,1600,null,2,BEECH,B60,null,AIRCRAFT STRUCK FUEL TRUCK AFTER BRAKE FAILED. BRAKE RESERVOIR WAS LOW ON FLUID.
11/18/1978,NC,CHARLOTTE,Hurricane,Day,null,null,null,Wheels - Up Landing,56,325,null,null,500,null,1,PIPER,PA28R200,null,PILOT HEARD LOUD NOISE DURING GEAR RETRACTION. COULD NOT EXTEND NOSE GEAR FOR LANDING.
5/8/1978,NV,LAS VEGAS,null,Day,null,null,null,Engine Malfunction,26,30,null,null,540,null,1,CESSNA,150,null,FORCED LANDING AFTER POWER LOSS. EXHAUST VALVE KEEPER HAD FAILED AND CAUSED EXTENSIVE DAMAGE.
1/11/1979,IL,DIXON,Hurricane,Dusk,1,null,Improper Management - Fuel Tank Selector,Forced Landing,65,2911,null,null,3551,null,1,PIPER,PA24400,null,"PILOT ALLOWED A TANK TO RUN DRY. SWITCHED TANKS, ENGINE DID NOT RESPOND. APPARENT VAPOR LOCK."
12/5/1979,CO,ENGLEWOOD,null,Night,Greater than 10 miles,null,null,Nose Up or Over,26,17,17,143,418,null,1,PIPER,PA18150,116,ENGINE QUIT ON CLIMBOUT. CFI TRIED TO LAND ON TAXIWAY. HIT SNOW BANK. NO ENGINE DEFECTS.
12/17/1978,IL,WHEELING,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,34,66,null,null,79,null,1,CESSNA,150,null,STUDENT PILOT ALLOWED PLANE TO DRIFT DURING TOUCHDOWN. LEFT GEAR HIT SNOWBANK& VEERED & NOSED OVER INTO SNOW.
7/4/1978,FL,MUNI,Hurricane,Day,null,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,30,null,null,null,250,null,1,CESSNA,A150K,null,PILOT TOOK OFF WITH LESS THAN HALF FULL TANKS AND RAN OUT OF FUEL SHORT OF RUNWAY ON APPROACH. NO AIRCRAFT DAMAGE.
4/17/1979,NC,SPRUCE PINE,Hurricane,Day,Greater than 10 miles,null,Failed to Correct for Drift,Loss of Directional Control - Drag Wingtip,71,86,4,4,776,null,1,CESSNA,172,5498,PILOT ALLOWED AIRCRAFT TO DRIFT TO SIDE OF RUNWAY. DRAGGED WING ON RUNWAY WHILE CORRECTING BACK TO RUNWAY.
7/15/1979,GA,PINE MOUNTAIN,Hurricane,Day,null,null,Pilot Incapacitated (Excludes Alcohol),Other/Miscellaneous,45,500,null,null,600,null,1,UNIVAR,A2ALON,null,"PILOT COLLAPSED AT CONTROLS. MOMENTS LATER AROUSED, OPENED CANOPY FOR FRESH AIR AND LANDED SAFELY."
10/4/1978,CO,CRAIG,Light Snow,Day,null,null,Other/Miscellaneous,Other/Miscellaneous,53,1700,null,null,3400,null,1,PIPER,PA18150,null,AIRPLANE MAKING SURVEY OF MINING OPERATIONS WAS REPORTED FOR LOW FLYING. DENIED BY PILOT.
9/21/1978,MA,WORCESTER,Light Snow,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Fences and Posts,58,300,null,null,1000,null,1,CESSNA,182,null,WHILE MANEUVERING FROM TIEDOWN AREA LEFT WING TIP SCRAPED ADJACENT FENCE.
1/19/1979,WY,JACKSON,Hurricane,Day,10,null,null,Forced Landing,58,1500,null,null,3000,null,1,CESSNA,R182,null,ENGINE QUIT DUE TO DISPLACEMENT OF THE MIXTURE CONTROL VALVE. THE SCREW LOCK ASSEMBLY HAD BROKEN.
1/10/1979,TX,LUBBOCK,Weather Non-Factor,Day,Less than 1 mile,null,Landed Short,Undershoot Landing,46,3000,null,null,9000,null,2,LEAR,24,null,PILOT LANDED 120 FEET SHORT OF THE THRESHOLD. WILL HAVE THE AIRSPEED SYSTEM CHECKED.
3/28/1979,IN,HUNTINGBURG,null,Day,7,null,null,Gear Collapse,null,46,null,null,2250,null,1,MOONEY,M20J,null,LOOSE HINGE ALLOWED NOSE GEAR DOOR TO JAM THE SYSTEM. NOSE GEAR COLLAPSED.
5/3/1979,FL,DAYTONA BEACH,Hurricane,Night,null,null,null,Gear Collapse,50,17,15,15,12000,null,1,NAMER,AT6F,5181,LEFT MAIN GEAR COLLAPSED ON LANDING ROLL.FOUND DIRTY DOWN LOCK MECHANISM PREVENTED LOCKING.
12/4/1978,OK,PONCA CITY,Hurricane,Dusk,Greater than 10 miles,null,null,Gear Collapse,27,60,null,null,225,null,1,PIPER,PA28R180,null,NOSE GEAR COLLAPSED AFTER TOUCHDOWN. PILOT SAID THE GEAR INDICATED SAFE. NO MECHANICAL DEFECTS FOUND.
11/3/1978,CA,FRESNO,Fog,Day,8,null,null,null,42,200,null,null,4000,null,2,PIPER,PA30,null,ENGINE QUIT ON APPROACH. GEAR HAD TO BE MANUALLY EXTENDED. FOUND DEBRIS IN FUEL SYSTEM. GEAR BREAKER POPPED.
3/8/1979,KY,PRESTONBURG,Light Snow,Day,null,null,Issued Improper Conflicting Instructions,Other/Miscellaneous,null,5000,null,null,10000,null,2,RKWELL,690,null,ARTCC CAUSED AIRCRAFT TO FLY IN UNCONTROLLED AIRSPACE OVER MOUNTAINOUS AREA AT LESS THEN 1000 FEET AGL IFR.
12/1/1978,LA,PINEVILLE,Hurricane,Night,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,36,33,null,null,432,null,null,BEECH,P35BEECH,null,PILOT EXTENDED GEAR AND FLAPS. NO SAFE GEAR LIGHT OR WARNING HORN. ASSUMED GEAR WAS DOWN. LANDED GEAR UP.
9/3/1979,PA,EDINBORO,Hurricane,Day,6,1,null,Spin,29,12,null,null,62,null,1,BLANCA,7,1513,"WITNESSES HEARD ENGINE SPUTTER, SAW AIRCRAFT SPIN. LOW FUEL POSSIBLY CAUSED ENGINE TO SPUTTER ON STEEP PULL-UP."
12/17/1978,KS,GARDEN CITY,null,Day,3,null,Blown Over By Strong Wind,Blown Over (Wind Only),32,39,null,null,39,null,1,CESSNA,172,null,"WHILE TAXIING TO HANGAR, AFTER FLIGHT, A GUST OF WIND BLEW PLANE OVER ON ITS' NOSE."
1/27/1979,TX,RANGER,Hurricane,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Controllable Collision With Ground,46,12,11,11,395,null,1,CESSNA,170,2336,PILOT UNABLE TO FUEL AT SCHEDULED FUEL STOP. RAN OUT OF FUEL ON GO-AROUND AT ALTERNATE FUEL STOP.
11/25/1978,OH,TIFFIN,Fog,Day,6,null,null,Forced Landing,53,25,null,null,20000,null,1,SUPAC,V,null,ENGINE SPUTTERED AND QUIT AFTER TAKEOFF. LANDED IN FARMFIELD. CAUSE UNDETERMINED.
5/11/1978,CT,HARTFORD,null,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,48,33,null,null,33,null,1,CESSNA,150,null,HARD LANDING COLLAPSED NOSE GEAR.
8/24/1978,MS,MCCOMB,Hurricane,Day,5,null,null,Wheels - Up Landing,42,38,null,null,700,null,2,PIPER,PA23160,null,GEAR COULD NOT BE EXTENDED FOR LANDING. LANDING GEAR HANDLE HAD MATERIAL FAILUE.
4/5/1979,VQ,ST THOMAS,Thunderstorm,Day,null,null,null,Engine Malfunction,38,1800,null,null,1800,null,2,DOUG,DC3CS1C3G,null,"FLIGHT RETURNED WITH ENGINE SHUT DOWN, CYLINDER HAD SPLIT. NO GEAR SAFE INDICATION, HYDRAULIC PRESSURE LINE SPLIT."
1/14/1979,HI,MOKULEIA,null,Day,Greater than 10 miles,null,Landed Short,Undershoot Landing,33,468,null,null,488,null,null,SCWZER,SGS233A,1265,GLIDER FLIGHT INSTRUCTOR AND STUDENT LANDED SHORT.
3/29/1979,FL,CHIPLEY,Hurricane,Day,7,null,Improper Operation of Flight Controls in Air,Hard Landing,22,69,13,13,144,null,1,BEECH,B19,1950,"STUDENT PILOT, WITH PASSENGER, KNOCKED OFF NOSEWHEEL. DROVE MAIN GEAR STRUTS THROUGH WINGS DURING HARD LANDING."
8/27/1978,WA,TIETON,Hurricane,Night,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Collision With Other,36,63,null,null,71,null,null,BEECH,23,null,"STUDENT ABORTED TWO LANDING ATTEMPTS. THEN LANDED LONG AND FAST, WENT OFF RUNWAY INTO SAGEBRUSH TO GET STOPPED."
5/26/1979,MO,GRAIN VALLEY,Hurricane,Day,Greater than 10 miles,null,Improper Operation of Flight Controls in Air,Hard Landing,null,15,15,65,215,null,null,BALWKS,FIREFLY7,60,BALLOON MADE HARD LANDING WHEN WIND SPEED INCREASED.
6/10/1979,TX,ROANOKE,Hurricane,Day,Greater than 10 miles,null,null,Uncontrollable Collision With Ground,31,146,20,20,4224,null,1,AMTRPT,PITTSSPECS1,146,ELEVATOR CONTROL JAMMED FULL FORWARD DURING ACROBATIC FLT. PILOT BAILED OUT. FOUND BROKEN ELEVATOR TORQUE TUBE.
2/28/1979,MD,COLLEGE PARK,Light Snow,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,null,25,null,null,3208,null,2,CESSNA,310,null,WING TIP STRUCK RUDDER OF 8334X WHILE TAXIING. 34X WAS PARKED TOO CLOSE TO TAXIWAY DUE TO HEAVY SNOW.
11/15/1978,MI,FLINT,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,49,33,null,null,33,null,1,CESSNA,210,null,NOSE GEAR COLLAPSED AFTER HARD LANDING. STUDENT PILOT.
5/8/1979,WI,COTTAGE GROVE,Hurricane,Day,8,null,Aerobatics Below Safe Altitude,Uncontrollable Collision With Ground,32,null,null,null,null,null,1,AMTREA,EAABIPLANEP2,109,STUDENT PILOT CRASHED WHILE ATTEMPTING LOW-LEVEL AEROBATICS. STUDENT CERTIFICATE AND MEDICAL HAD EXPIRED.
3/19/1979,WA,TACOMA,null,Day,null,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,28,5,null,null,96,null,1,BEECH,C24R,null,PILOT RETRACTED GEAR ON ROLL OUT.
6/7/1978,NY,ALBANY,Light Snow,Day,1,null,null,System Malfunction or Failure,null,300,null,null,930,null,1,MOONEY,M20C,null,PILOT DECLARED AN EMERGENCY WHEN THE ELECTRICAL SYSTEM FAILED. FAULTY COMMUTATOR SEGMENT ON THE GENERATOR.
4/6/1979,NV,LAS VEGAS,Hurricane,Day,null,null,null,Gear Collapse,37,100,null,null,900,null,1,CESSNA,177,null,"PILOT UNABLE TO EXTEND THE NOSE GEAR FULLY, COLLAPSED AFTER LANDING. NO CAUSE COULD BE FOUND. ZW ZG ZK."
10/25/1979,TX,EDOM,null,Day,null,null,Struck Birds in Flight Path,Collision With Birds,23,143,null,null,143,null,2,PIPER,PA23250,null,BUZZARD FATALLY INJURED WHEN IT CAME THROUGH WINDSHIELD. PILOT RECEIVED MINOR CUT.
12/25/1978,CA,PACOIMA,Hurricane,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,41,null,null,null,2000,null,1,BEECH,F35,null,LANDING GEAR INADVERTENTLY RETRACTED INSTEAD OF FLAPS ON ROLLOUT.
4/25/1979,FL,CLEARWATER,Hurricane,Day,1,null,Full to Low Fuel,Forced Landing,54,850,null,null,1400,null,1,MOONEY,M20C,null,PILOT RAN OUT OF FUEL AFTER DIVERTING FROM DESTINATION TO ANOTHER NEARBY AIRPORT.
8/19/1979,LA,LAFAYETTE,null,Day,10,null,Improper Operation of Flight Controls in Air,Hard Landing,33,235,null,240,2508,null,1,BELL,47,null,INSTRUCTOR ON DEMO OF AUTOROTATION LANDING. MADE HARD LANDING. ROTORS CHOPPED OFF TAILBOOM.
4/28/1979,GA,ST SIMONS,null,Night,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,38,34,null,null,34,null,1,CESSNA,152,null,PILOT LOST DIRECTIONAL CONTROL DURING LANDING ROLL.
11/11/1979,WI,OMRO,Hurricane,Day,Greater than 10 miles,null,Collided With Object on Final Approach,Collision With Wires-Poles,21,54,8,8,54,null,1,CESSNA,150,1916,STRUCK WIRES DURING APPROACH TO PRIVATE AIRPORT. WIRES NOT MARKED.
8/13/1979,CT,STRATFORD,null,Night,Greater than 10 miles,null,Improper Level Off,Hard Landing,21,10,null,null,36,null,1,PIPER,PA28140,null,STUDENT PROPOISED ON TOUCH AND GO ATTEMPT. DAMAGED TO NOSE GEAR AND PROP.
4/28/1979,LA,NEW ORLEANS,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,50,197,null,null,706,null,2,PIPER,PA23250,null,NOSE GEAR COLLAPSED DURING ROLL OUT. HAD NOT BEEN LOCKED DOWN PROPERLY DUE TO BENT LINKAGE.
6/2/1979,TX,HOUSTON,Hurricane,Day,null,null,null,Forced Landing,48,80,null,null,1000,null,1,GRUMAV,AA5A,null,"PILOT LANDED ON ROAD AFTER ENGINE QUIT, PULLED INTO DITCH BY WEEDS ON ONE SIDE. CAUSE OF ENGINE STOPPAGE NOT KNOWN."
7/1/1979,PA,SLATINGTON,null,Day,Greater than 10 miles,null,null,Nose Up or Over,44,24,22,22,68,null,1,CESSNA,150,null,"ENGINE STOPPED DURING CLIMBOUT. LANDED IN RIVER, NOSED OVER. FOUND DEFECTIVE CARBURATOR AIR FILTER."
12/15/1978,NE,LINCOLN,Hurricane,Day,null,null,null,Engine Malfunction,26,200,null,null,1200,null,1,CESSNA,172,null,PILOT MADE EMERGENCY FORCED LANDING. ENGINE QUIT DUE TO OIL COOLER CORE FAILURE. ALL OIL LOST.
5/17/1978,AK,NORTHWAY,Hurricane,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,62,600,null,null,15000,null,1,CESSNA,206,null,PILOT LANDED AMPHIB ON RUNWAY WITHOUT EXTENDING THE WHEELS.
6/3/1979,SC,SUMPTER,Hurricane,Day,null,null,null,Forced Landing,29,60,null,null,270,null,1,CESSNA,TU206G,null,"ENGINE LOST POWER, THEN SIEZED."
1/2/1979,CA,RIALTO,Hurricane,Dawn,Greater than 10 miles,null,Blown Over By Strong Wind,Nose Up or Over,46,150,null,null,400,null,1,PIPER,PA22135,null,FLIPPED OVER BY A GUST OF WIND DURING TAXI AFTER LANDING.
9/21/1979,WY,JACKSON HOLE,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,25,33,null,null,33,null,1,CESSNA,172,null,"STABILIZER DAMAGED, PROBABLY BY A ROCK THROWN UP WHEN AIRCRAFT WENT OFF THE SIDE OF THE RUNWAY IN CROSSWIND LANDING."
7/3/1979,WI,BURLINGTON,Hurricane,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Undershoot Landing,48,130,28,28,1127,null,1,AMTRDV,DAVISDA3,90,PILOT WAS CIRCLING THE AIRPORT. ENGINE FAILED. PILOT UNDERSHOT THE AIRPORT. NO FUEL IN ACFT.
8/26/1979,NY,DURHAMVILLE,Hurricane,Day,null,null,Improper Level Off,Hard Landing,53,5,null,null,100,null,1,GULSTM,AA5B,null,HARD LANDING CAUSED MINOR DAMAGE.
6/29/1978,GA,ATLANTA,Weather Non-Factor,Day,Greater than 10 miles,null,Blown Over By Strong Wind,Other/Miscellaneous,42,3000,null,null,8000,null,2,GOODYR,GZ19A,null,"AIRSHIP READY TO LOAD PASSENGERS, CAUGHT BY WIND GUST AND WENT DOWN EMBANKMENT. PILOT WAS ABLE TO FLY IT OUT."
7/12/1979,CA,GUSTINE,Hurricane,Day,7,null,Full to Low Fuel,Hard Landing,29,79,19,94,2178,null,1,AMTRWR,FW190,79,PILOT TESTING HOMEBUILT AIRCRAFT CRASHED DURING EMERGENCY LANDING AFTER FUEL EXHAUSTION.
4/8/1978,NJ,TETERBORO,Hurricane,Day,Greater than 10 miles,null,Failed to Avoid Ground or Water Collision,Controllable Collision With Ground,37,210,null,null,335,null,1,CESSNA,182,null,"PROP CONTACTED RUNWAY ON LANDING, SUSPECT CROSSWIND AND WAKE TURBULENCE CONTRIBUTED."
7/6/1978,TX,NEDERLAND,Light Snow,Night,8,null,Improper Management - Fuel Tank Selector,Forced Landing,50,10,null,null,5000,null,2,BEECH,9555,null,PILOT LANDED GEAR UP IN A RICE FIELD DUE TO ONE ENGINE OUT. PROP NOT FEATHERED FUEL SELECTOR ON A EMPTY TANK.
6/30/1979,CA,APPLE VALLEY,Hurricane,Day,Greater than 10 miles,null,Operational Gear Control Failed,Gear Collapse,40,80,null,null,8935,null,1,PIPER,PA24250,null,"RIGHT GEAR COLLAPSED ON TOUCHDOWN, CAUSE UNDETERMINED."
7/22/1979,IL,AURORA,null,Day,3,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,28,16,null,null,16,null,1,CESSNA,152,null,STUDENT ON FIRST SOLO LOST DIRECTIONAL CONTROL. RAN OFF RUNWAY INTO DITCH.
4/4/1979,AR,LITTLE ROCK,Light Snow,Day,null,null,null,Wheels - Up Landing,45,130,null,null,500,null,1,BEECH,H35,null,LEFT MAIN GEAR REMAINED UP AND LOCKED. GEAR INDICATED DOWN. CAUSE SUSPECTED TO BE IMPROPER RIGGING. ZN ZW.
12/10/1979,CA,AVALON,Hurricane,Day,4,null,Inadequate Inspection of Aircraft - Preflight,Collision With Other,21,6,1,50,171,null,1,PIPER,PA28235,824,ABORTED TAKEOFF WHEN ENGINE COWLING RAISED UP DUE TO BEING UNLATCHED ON ONE SIDE. RAN OFF END OF RUNWAY.
4/22/1978,NC,HATTERAS,Hurricane,Day,10,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,32,60,null,null,220,null,1,CESSNA,177,null,LOST DIRECTIONAL CONTROL ON LANDING DUE TO CROSSWIND.
10/2/1979,OH,HAMILTON,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,25,36,null,null,36,null,1,CESSNA,150,null,STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
10/14/1979,AR,PROTHO JUNCTION,Hurricane,Day,Greater than 10 miles,null,Full to Low Fuel,Forced Landing,32,25,null,null,500,null,1,PIPER,PA24250,null,ENGINE STOPPED DUE TO FUEL EXHAUSTION AFTER 3.3 HOURS OF FLIGHT.
11/9/1979,NE,SUPERIOR,Light Snow,Day,10,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,49,800,null,null,3000,null,1,MOONEY,M20E,null,"LANDING GEAR COLLAPSED DURING ROLLOUT. TESTS SHOWED GEAR SYSTEM WORKING NORMALLY, BUT AIRSPEED SWITCH MISSING."
4/29/1979,TX,EL PASO,Light Snow,Day,Greater than 10 miles,null,null,Other/Miscellaneous,null,null,null,null,null,null,2,AMD,FALCON10,null,TIRE LOST TREAD ON TAKEOFF BUTDID NOT DEFLATE.
5/13/1979,TX,JUSTIN,Hurricane,Day,Greater than 10 miles,null,Pilot/Miscellaneous Unsafe Actions,Uncontrollable Collision With Ground,29,110,14,26,1452,null,1,BLANCA,7,2719,MADE LOW LEVEL TURN SHORTLY AFTER TAKEOFF. LOST CONTROL OF ACFT. POSSIBLE BUZZING OPERATION.
2/14/1979,IN,MOUNT COMFORT,Hurricane,Day,3,null,Failed to Correct for Drift,Loss of Directional Control - Ground Loop,30,15,null,null,700,null,2,CESSNA,337,null,PILOT TOUCHED DOWN IN SOFT SNOW AT SIDE OF RUNWAY AND LOST DIRECTIONAL CONTROL.
11/24/1979,OK,PRAIRIE VIEW,Hurricane,Day,Greater than 10 miles,null,Poor Preflight Planning - Aircraft Performance,Collision With Fences and Posts,23,5,5,21,76,null,1,CESSNA,172,2939,"WHEELS & HORIZONTAL STABILIZER HIT FENCE ON TAKEOFF FROM FARM FIELD. CONTINUED AIRBORNE, LANDED SAFELY."
1/6/1979,NE,OMAHA,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,19,13,null,null,13,null,1,CESSNA,150,null,"STUDENT PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN, HIT SNOWBANK OFF SIDE OF RUNWAY."
7/21/1978,MA,MARTHAS VINEYAR,Hurricane,Day,7,null,null,Gear Collapse,32,null,null,null,null,null,1,BEECH,35,null,LANDING GEAR COLLAPSED DURING ROLLOUT. MAY HAVE BEEN RETRACTED INADVERTENTLY.
8/8/1978,OK,BETHANY,Hurricane,Day,Greater than 10 miles,null,Pilot/Crew Mismanaged Aircraft System,Fire or Explosion - On Ground,42,50,null,null,600,null,1,CESSNA,210,null,"ENGINE CAUGHT FIRE DURING RESTART, PROP BLAST EXTINGUISHED THE FIRE."
8/24/1979,AK,CANTWELL,Hurricane,Dusk,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,39,393,null,null,461,null,1,PIPER,PA18150,2571,"ATTEMPTING GUSTY CROSSWIND LANDING. AIRCRAFT BALLOONED, VEERED TO SIDE OF RUNWAY. RAN INTO A RAVINE."
2/24/1979,MI,SAGINAW,Hurricane,Day,7,null,Unsuitable Terrain Snow/Ice Area,Loss of Directional Control - Ground Loop,31,80,null,null,95,null,1,PIPER,PA28161,null,WHILE TURNING AROUND AFTER LANDING AIRPLANE SLIPPED SIDEWAYS AND WINGTIP STRUCK SNOWBANK.
10/9/1979,TX,DALLAS,Light Snow,Day,Greater than 10 miles,null,Full to Low Fuel,Forced Landing,32,378,202,202,2830,null,1,HUGHES,369,1558,"DIODE FAILED IN THE ""FUEL LOW"" WARNING LIGHT."
2/15/1979,AR,LAVACA,Hurricane,Day,Greater than 10 miles,null,Full to Low Fuel,Forced Landing,35,40,null,null,3500,null,1,CESSNA,U206D,null,ENGINE FAILED ON APPROACH AFTER DIVERTING BECAUSE OF WEATHER. OUT OF FUEL.
1/20/1979,CA,FREMONT,Hurricane,Day,5,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,22,14,2,2,141,null,1,BLANCA,8,750,"PILOT LOST DIRECTIONAL CONTROL ON LANDING, NOSED OVER IN SOFT MUD."
7/14/1979,OH,CINCINNATI,Frontal Passage,Day,Greater than 10 miles,null,null,Propeller Malfunction or Failure,62,600,null,null,3000,null,1,AMTRMG,MONGSPORTMS2,null,ZA PROP SEPARATED DURING AIR RACE. PROP FLANGE FAILED.
1/14/1979,FL,LAKE WALES,Hurricane,Day,null,null,null,Gear Collapse,33,10,null,null,1500,null,2,CESSNA,404,null,NOSE WHEEL COLLAPSED ON ROLLOUT. CAUSE UNDETERMINED.
11/16/1978,IA,WATERLOO,Hurricane,Day,2,null,Delayed Action in Aborted Takeoff,Collision With Other,31,412,null,null,5500,null,2,CESSNA,421,null,"REJECTED TAKEOFF. UNABLE TO STOP BEFORE RUNNING OFF END OF RUNWAY. SNOW ON RUNWAY, ICE ON WINGS."
7/23/1978,IA,DAVENPORT,Hurricane,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,null,5,null,null,342,null,2,CESSNA,340,null,PILOT ON APPROACH WITH GER DOWN RETRACTED IT TO MAKE A 360 FOR SPACING. FORGOT TO EXTEND IT AGAIN.
